# Logfile created on 2017-02-06 13:39:59 +0100 by logger.rb/56438
I, [2017-02-06T15:18:19.398591 #24111]  INFO -- : (0.000176s) PRAGMA foreign_keys = 1
I, [2017-02-06T15:41:07.673466 #24850]  INFO -- : (0.000034s) CREATE TABLE IF NOT EXISTS `coding_activity_context_poll` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `province` varchar(255), `school` varchar(255), `class` varchar(255), `average_age` double precision, `males` integer, `females` integer, `date_begin` Datetime, `date_end` Datetime, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:41:07.673719 #24850]  INFO -- : (0.000030s) CREATE TABLE IF NOT EXISTS `coding_activity_teacher_skills_poll` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_poll`, `age` integer, `sex` char(1), `role` varchar(255), `knowledge` Text, `training` Text, `groups` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:41:07.673982 #24850]  INFO -- : (0.000030s) CREATE TABLE IF NOT EXISTS `coding_activity_project_poll` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_poll`, `goal` Text, `estimated_time_in_days` integer, `date_begin` Datetime, `date_end` Datetime, `activity` Text, `environments` Text, `monitorings` Text, `best_practices` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:41:07.674191 #24850]  INFO -- : (0.000027s) CREATE TABLE IF NOT EXISTS `coding_activity_rating_poll` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_poll`, `reaching_goals` Text, `difficulties` Text, `unexpected_results` Text, `comments` Text, `comments_teacher` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:41:07.674396 #24850]  INFO -- : (0.000027s) CREATE TABLE IF NOT EXISTS `coding_activity_futures_poll` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_poll`, `activities` boolean, `products_reuse` boolean, `sharing` boolean, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:41:38.039808 #24865]  INFO -- : (0.000203s) PRAGMA foreign_keys = 1
I, [2017-02-06T15:41:38.039899 #24865]  INFO -- : (0.000018s) PRAGMA case_sensitive_like = 1
I, [2017-02-06T15:41:38.040010 #24865]  INFO -- : (0.000066s) SELECT sqlite_version()
I, [2017-02-06T15:41:38.040447 #24865]  INFO -- : (0.000152s) CREATE TABLE IF NOT EXISTS `coding_activity_context_poll` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `province` varchar(255), `school` varchar(255), `class` varchar(255), `average_age` double precision, `males` integer, `females` integer, `date_begin` Datetime, `date_end` Datetime, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:41:38.040697 #24865]  INFO -- : (0.000031s) CREATE TABLE IF NOT EXISTS `coding_activity_teacher_skills_poll` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_poll`, `age` integer, `sex` char(1), `role` varchar(255), `knowledge` Text, `training` Text, `groups` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:41:38.040959 #24865]  INFO -- : (0.000030s) CREATE TABLE IF NOT EXISTS `coding_activity_project_poll` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_poll`, `goal` Text, `estimated_time_in_days` integer, `date_begin` Datetime, `date_end` Datetime, `activity` Text, `environments` Text, `monitorings` Text, `best_practices` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:41:38.041177 #24865]  INFO -- : (0.000028s) CREATE TABLE IF NOT EXISTS `coding_activity_rating_poll` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_poll`, `reaching_goals` Text, `difficulties` Text, `unexpected_results` Text, `comments` Text, `comments_teacher` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:41:38.041369 #24865]  INFO -- : (0.000027s) CREATE TABLE IF NOT EXISTS `coding_activity_futures_poll` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_poll`, `activities` boolean, `products_reuse` boolean, `sharing` boolean, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:41:38.041901 #24865]  INFO -- : (0.000025s) PRAGMA table_info('coding_activity_polls')
E, [2017-02-06T15:41:38.042061 #24865] ERROR -- : SQLite3::SQLException: no such table: coding_activity_polls: SELECT * FROM `coding_activity_polls` LIMIT 1
E, [2017-02-06T15:41:38.042414 #24865] ERROR -- : SQLite3::SQLException: no such table: coding_activity_polls: SELECT * FROM `coding_activity_polls` LIMIT 1
I, [2017-02-06T15:56:01.879142 #25581]  INFO -- : (0.000309s) PRAGMA foreign_keys = 1
I, [2017-02-06T15:56:01.879239 #25581]  INFO -- : (0.000019s) PRAGMA case_sensitive_like = 1
I, [2017-02-06T15:56:01.879360 #25581]  INFO -- : (0.000075s) SELECT sqlite_version()
I, [2017-02-06T15:56:01.962218 #25581]  INFO -- : (0.082497s) CREATE TABLE IF NOT EXISTS `coding_activity_context_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `province` varchar(255), `school` varchar(255), `class` varchar(255), `average_age` double precision, `males` integer, `females` integer, `date_begin` Datetime, `date_end` Datetime, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:56:02.054980 #25581]  INFO -- : (0.091894s) CREATE TABLE IF NOT EXISTS `coding_activity_teacher_skills_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_polls`, `age` integer, `sex` char(1), `role` varchar(255), `knowledge` Text, `training` Text, `groups` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:56:02.137910 #25581]  INFO -- : (0.082078s) CREATE TABLE IF NOT EXISTS `coding_activity_project_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_poll`, `goal` Text, `estimated_time_in_days` integer, `date_begin` Datetime, `date_end` Datetime, `activity` Text, `environments` Text, `monitorings` Text, `best_practices` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:56:02.138988 #25581]  INFO -- : (0.000257s) CREATE TABLE IF NOT EXISTS `coding_activity_rating_poll` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_polls`, `reaching_goals` Text, `difficulties` Text, `unexpected_results` Text, `comments` Text, `comments_teacher` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:56:02.237311 #25581]  INFO -- : (0.097640s) CREATE TABLE IF NOT EXISTS `coding_activity_futures_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_polls`, `activities` boolean, `products_reuse` boolean, `sharing` boolean, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:56:02.240306 #25581]  INFO -- : (0.000922s) PRAGMA table_info('coding_activity_context_polls')
I, [2017-02-06T15:56:02.243322 #25581]  INFO -- : (0.000068s) PRAGMA table_info('coding_activity_teacher_skillst_polls')
E, [2017-02-06T15:56:02.243760 #25581] ERROR -- : SQLite3::SQLException: no such table: coding_activity_teacher_skillst_polls: SELECT * FROM `coding_activity_teacher_skillst_polls` LIMIT 1
E, [2017-02-06T15:56:02.244612 #25581] ERROR -- : SQLite3::SQLException: no such table: coding_activity_teacher_skillst_polls: SELECT * FROM `coding_activity_teacher_skillst_polls` LIMIT 1
I, [2017-02-06T15:56:02.245547 #25581]  INFO -- : (0.000065s) PRAGMA table_info('coding_activity_projectt_polls')
E, [2017-02-06T15:56:02.245893 #25581] ERROR -- : SQLite3::SQLException: no such table: coding_activity_projectt_polls: SELECT * FROM `coding_activity_projectt_polls` LIMIT 1
E, [2017-02-06T15:56:02.246571 #25581] ERROR -- : SQLite3::SQLException: no such table: coding_activity_projectt_polls: SELECT * FROM `coding_activity_projectt_polls` LIMIT 1
I, [2017-02-06T15:56:02.247473 #25581]  INFO -- : (0.000065s) PRAGMA table_info('coding_activity_ratings_polls')
E, [2017-02-06T15:56:02.247825 #25581] ERROR -- : SQLite3::SQLException: no such table: coding_activity_ratings_polls: SELECT * FROM `coding_activity_ratings_polls` LIMIT 1
E, [2017-02-06T15:56:02.248468 #25581] ERROR -- : SQLite3::SQLException: no such table: coding_activity_ratings_polls: SELECT * FROM `coding_activity_ratings_polls` LIMIT 1
I, [2017-02-06T15:56:02.249610 #25581]  INFO -- : (0.000354s) PRAGMA table_info('coding_activity_futures_polls')
I, [2017-02-06T15:56:56.252725 #25610]  INFO -- : (0.000352s) PRAGMA foreign_keys = 1
I, [2017-02-06T15:56:56.252828 #25610]  INFO -- : (0.000019s) PRAGMA case_sensitive_like = 1
I, [2017-02-06T15:56:56.252952 #25610]  INFO -- : (0.000077s) SELECT sqlite_version()
I, [2017-02-06T15:56:56.253322 #25610]  INFO -- : (0.000035s) CREATE TABLE IF NOT EXISTS `coding_activity_context_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `province` varchar(255), `school` varchar(255), `class` varchar(255), `average_age` double precision, `males` integer, `females` integer, `date_begin` Datetime, `date_end` Datetime, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:56:56.253574 #25610]  INFO -- : (0.000030s) CREATE TABLE IF NOT EXISTS `coding_activity_teacher_skills_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_polls`, `age` integer, `sex` char(1), `role` varchar(255), `knowledge` Text, `training` Text, `groups` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:56:56.253839 #25610]  INFO -- : (0.000030s) CREATE TABLE IF NOT EXISTS `coding_activity_project_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_poll`, `goal` Text, `estimated_time_in_days` integer, `date_begin` Datetime, `date_end` Datetime, `activity` Text, `environments` Text, `monitorings` Text, `best_practices` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:56:56.254071 #25610]  INFO -- : (0.000029s) CREATE TABLE IF NOT EXISTS `coding_activity_rating_poll` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_polls`, `reaching_goals` Text, `difficulties` Text, `unexpected_results` Text, `comments` Text, `comments_teacher` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:56:56.254273 #25610]  INFO -- : (0.000029s) CREATE TABLE IF NOT EXISTS `coding_activity_futures_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_polls`, `activities` boolean, `products_reuse` boolean, `sharing` boolean, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:56:56.255236 #25610]  INFO -- : (0.000294s) PRAGMA table_info('coding_activity_context_polls')
I, [2017-02-06T15:56:56.256352 #25610]  INFO -- : (0.000023s) PRAGMA table_info('coding_activity_teacher_skillst_polls')
E, [2017-02-06T15:56:56.256517 #25610] ERROR -- : SQLite3::SQLException: no such table: coding_activity_teacher_skillst_polls: SELECT * FROM `coding_activity_teacher_skillst_polls` LIMIT 1
E, [2017-02-06T15:56:56.256837 #25610] ERROR -- : SQLite3::SQLException: no such table: coding_activity_teacher_skillst_polls: SELECT * FROM `coding_activity_teacher_skillst_polls` LIMIT 1
I, [2017-02-06T15:56:56.257184 #25610]  INFO -- : (0.000023s) PRAGMA table_info('coding_activity_projectt_polls')
E, [2017-02-06T15:56:56.257302 #25610] ERROR -- : SQLite3::SQLException: no such table: coding_activity_projectt_polls: SELECT * FROM `coding_activity_projectt_polls` LIMIT 1
E, [2017-02-06T15:56:56.257542 #25610] ERROR -- : SQLite3::SQLException: no such table: coding_activity_projectt_polls: SELECT * FROM `coding_activity_projectt_polls` LIMIT 1
I, [2017-02-06T15:56:56.257865 #25610]  INFO -- : (0.000024s) PRAGMA table_info('coding_activity_ratings_polls')
E, [2017-02-06T15:56:56.257982 #25610] ERROR -- : SQLite3::SQLException: no such table: coding_activity_ratings_polls: SELECT * FROM `coding_activity_ratings_polls` LIMIT 1
E, [2017-02-06T15:56:56.258227 #25610] ERROR -- : SQLite3::SQLException: no such table: coding_activity_ratings_polls: SELECT * FROM `coding_activity_ratings_polls` LIMIT 1
I, [2017-02-06T15:56:56.258636 #25610]  INFO -- : (0.000124s) PRAGMA table_info('coding_activity_futures_polls')
I, [2017-02-06T15:56:59.684907 #25610]  INFO -- : (0.000176s) SELECT * FROM `coding_activity_context_polls`
I, [2017-02-06T15:58:19.716894 #25632]  INFO -- : (0.000346s) PRAGMA foreign_keys = 1
I, [2017-02-06T15:58:19.716993 #25632]  INFO -- : (0.000019s) PRAGMA case_sensitive_like = 1
I, [2017-02-06T15:58:19.717114 #25632]  INFO -- : (0.000075s) SELECT sqlite_version()
I, [2017-02-06T15:58:19.717460 #25632]  INFO -- : (0.000034s) CREATE TABLE IF NOT EXISTS `coding_activity_context_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `province` varchar(255), `school` varchar(255), `class` varchar(255), `average_age` double precision, `males` integer, `females` integer, `date_begin` Datetime, `date_end` Datetime, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:58:19.717718 #25632]  INFO -- : (0.000030s) CREATE TABLE IF NOT EXISTS `coding_activity_teacher_skills_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_polls`, `age` integer, `sex` char(1), `role` varchar(255), `knowledge` Text, `training` Text, `groups` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:58:19.717977 #25632]  INFO -- : (0.000030s) CREATE TABLE IF NOT EXISTS `coding_activity_project_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_poll`, `goal` Text, `estimated_time_in_days` integer, `date_begin` Datetime, `date_end` Datetime, `activity` Text, `environments` Text, `monitorings` Text, `best_practices` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:58:19.718197 #25632]  INFO -- : (0.000029s) CREATE TABLE IF NOT EXISTS `coding_activity_rating_poll` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_polls`, `reaching_goals` Text, `difficulties` Text, `unexpected_results` Text, `comments` Text, `comments_teacher` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:58:19.718401 #25632]  INFO -- : (0.000028s) CREATE TABLE IF NOT EXISTS `coding_activity_futures_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_polls`, `activities` boolean, `products_reuse` boolean, `sharing` boolean, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:58:19.719317 #25632]  INFO -- : (0.000300s) PRAGMA table_info('coding_activity_context_polls')
I, [2017-02-06T15:58:19.720387 #25632]  INFO -- : (0.000024s) PRAGMA table_info('coding_activity_teacher_skillst_polls')
E, [2017-02-06T15:58:19.720559 #25632] ERROR -- : SQLite3::SQLException: no such table: coding_activity_teacher_skillst_polls: SELECT * FROM `coding_activity_teacher_skillst_polls` LIMIT 1
E, [2017-02-06T15:58:19.720866 #25632] ERROR -- : SQLite3::SQLException: no such table: coding_activity_teacher_skillst_polls: SELECT * FROM `coding_activity_teacher_skillst_polls` LIMIT 1
I, [2017-02-06T15:58:19.721210 #25632]  INFO -- : (0.000023s) PRAGMA table_info('coding_activity_projectt_polls')
E, [2017-02-06T15:58:19.721331 #25632] ERROR -- : SQLite3::SQLException: no such table: coding_activity_projectt_polls: SELECT * FROM `coding_activity_projectt_polls` LIMIT 1
E, [2017-02-06T15:58:19.721587 #25632] ERROR -- : SQLite3::SQLException: no such table: coding_activity_projectt_polls: SELECT * FROM `coding_activity_projectt_polls` LIMIT 1
I, [2017-02-06T15:58:19.721897 #25632]  INFO -- : (0.000024s) PRAGMA table_info('coding_activity_ratings_polls')
E, [2017-02-06T15:58:19.722018 #25632] ERROR -- : SQLite3::SQLException: no such table: coding_activity_ratings_polls: SELECT * FROM `coding_activity_ratings_polls` LIMIT 1
E, [2017-02-06T15:58:19.722255 #25632] ERROR -- : SQLite3::SQLException: no such table: coding_activity_ratings_polls: SELECT * FROM `coding_activity_ratings_polls` LIMIT 1
I, [2017-02-06T15:58:19.722667 #25632]  INFO -- : (0.000124s) PRAGMA table_info('coding_activity_futures_polls')
I, [2017-02-06T15:58:23.810806 #25632]  INFO -- : (0.000163s) SELECT * FROM `coding_activity_context_polls`
I, [2017-02-06T15:58:51.491285 #25652]  INFO -- : (0.000243s) PRAGMA foreign_keys = 1
I, [2017-02-06T15:58:51.491382 #25652]  INFO -- : (0.000018s) PRAGMA case_sensitive_like = 1
I, [2017-02-06T15:58:51.491497 #25652]  INFO -- : (0.000068s) SELECT sqlite_version()
I, [2017-02-06T15:58:51.492100 #25652]  INFO -- : (0.000300s) CREATE TABLE IF NOT EXISTS `coding_activity_context_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `province` varchar(255), `school` varchar(255), `class` varchar(255), `average_age` double precision, `males` integer, `females` integer, `date_begin` Datetime, `date_end` Datetime, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:58:51.492362 #25652]  INFO -- : (0.000032s) CREATE TABLE IF NOT EXISTS `coding_activity_teacher_skills_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_polls`, `age` integer, `sex` char(1), `role` varchar(255), `knowledge` Text, `training` Text, `groups` Text, `created_on` Datetime, `updated_on` Datetime)
I, [2017-02-06T15:58:51.492629 #25652]  INFO -- : (0.000030s) CREATE TABLE IF NOT EXISTS `coding_activity_project_polls` (`id` integer NOT NULL PRIMARY KEY AUTOINCREMENT, `context_id` integer REFERENCES `coding_activity_context_poll`, `goal` Text, `estimated_time_in_days` integer, `date_begin` Datetime, `date_end` Datetime, `activity` Text, `environments` Text, `monitorings` Text, `best_practices` Text, `created_on` Datetime, `updated_on` Datetime)
